R2,dIB
0.01312378265981875,-5.825666916557894
0.013199585094345346,-5.806672393677663
0.013275825360648731,-5.787734557747637
0.01335250598762743,-5.768853245748453
0.01342962951878679,-5.750028295129436
0.013507198512323317,-5.731259543807245
0.01358521554120958,-5.71254683016453
0.01366368319327953,-5.69388999304859
0.013742604071314326,-5.6752888717700385
0.0138219807931287,-5.656743306101478
0.013901815991657776,-5.638253136276148
0.013982112315044388,-5.619818202986634
0.014062872426726951,-5.601438347383516
0.014144099005527789,-5.583113411074063
0.014225794745741998,-5.564843236120923
0.014307962357226794,-5.546627665040807
0.014390604565491438,-5.528466540803185
0.014473724111787623,-5.510359706828982
0.01455732375320038,-5.492307006989286
0.014641406262739565,-5.474308285604039
0.014725974429431837,-5.456363387440763
0.014811031058413129,-5.438472157713258
0.014896578971021751,-5.4206344420803285
0.01498262100489194,-5.402850086644495
0.015069160014048002,-5.385118937950724
0.015156198868998945,-5.367440842985152
0.015243740456833745,-5.3498156491738165
0.015331787681317087,-5.33224320438139
0.01542034346298566,-5.314723356909926
0.015509410739245073,-5.297255955497587
0.015598992464467276,-5.279840849317395
0.015689091610088527,-5.262477887975992
0.015779711164707996,-5.245166921512374
0.015870854134186877,-5.227907800396659
0.01596252354174811,-5.210700375528844
0.016054722428076613,-5.193544498237571
0.016147453851420204,-5.176440020278886
0.016240720887691018,-5.159386793835017
0.01633452663056751,-5.142384671513147
0.016428874191597116,-5.125433506344185
0.016523766700299442,-5.108533151781555
0.016619207304270057,-5.09168346169998
0.01671519916928493,-5.074884290394263
0.016811745479405418,-5.058135492578083
0.01690884943708389,-5.041436923382786
0.017006514263269934,-5.024788438356202
0.017104743197517227,-5.008189893461412
0.01720353949809099,-4.991641145075581
0.017302906442076004,-4.975142049988769
0.017402847325485405,-4.9586924654027165
0.017503365463369957,-4.942292248929686
0.017604464189927997,-4.925941258591266
0.017706146858616083,-4.909639352817205
0.017808416842260196,-4.893386390444224
0.01791127753316762,-4.877182230714858
0.01801473234323946,-4.86102673327628
0.01811878470408383,-4.844919758179143
0.018223438067129685,-4.828861165876409
0.01832869590374126,-4.812850817222205
0.018434561705333287,-4.79688857347066
0.01854103898348675,-4.780974296274753
0.018648131270065368,-4.765107847685176
0.018755842117332784,-4.749289090149176
0.018864175098070358,-4.733517886509422
0.018973133805695708,-4.717794100002866
0.01908272185438185,-4.702117594259611
0.019192942879177152,-4.686488233301771
0.019303800536125862,-4.670905881542355
0.019415298502389374,-4.655370403784133
0.01952744047636824,-4.63988166521852
0.019640230177824812,-4.624439531424455
0.01975367134800665,-4.609043868367285
0.019867767749770577,-4.5936945423976585
0.019982523167707558,-4.5783914202504095
0.020097941408268195,-4.563134369043455
0.020214026299888964,-4.547923256276702
0.02033078169311927,-4.53275794983093
0.02044821146074913,-4.517638317966706
0.02056631949793761,-4.502564229323298
0.02068510972234209,-4.487535552917571
0.020804586074248156,-4.472552158142909
0.020924752516700354,-4.45761391476813
0.021045613035633567,-4.442720692936406
0.02116717164000531,-4.427872363164187
0.021289432361928682,-4.413068796340123
0.021412399256806058,-4.398309863723996
0.021536076403463694,-4.383595436945651
0.02166046790428698,-4.3689253880039285
0.02178557788535648,-4.354299589265615
0.021911410496584863,-4.339717913464366
0.02203796991185452,-4.325180233699658
0.022165260329156024,-4.310686423435746
0.02229328597072734,-4.296236356500596
0.022422051083193933,-4.281829907084849
0.022551559937709617,-4.267466949740779
0.022681816830098175,-4.253147359381245
0.022812826080995927,-4.238871011278658
0.022944592035995012,-4.224637781063943
0.0230771190657875,-4.210447544725515
0.023210411566310436,-4.19630017860824
0.023344473958891606,-4.182195559412415
0.023479310690396216,-4.1681335641927415
0.023614926233374352,-4.1541140703573145
0.023751325086209397,-4.140136955666597
0.02388851177326722,-4.126202098232399
0.0240264908450462,-4.11230937651689
0.024165266878328255,-4.098458669331567
0.024304844476330602,-4.084649855836255
0.024445228268858418,-4.070882815538118
0.02458642291245848,-4.05715742829064
0.024728433090573588,-4.043473574292642
0.02487126351369792,-4.029831134087283
0.02501491891953324,-4.016229988561066
0.02515940407314612,-4.002670018942857
0.025304723767125975,-3.9891511068028933
0.02545088282174397,-3.9756731340518057
0.025597886085113004,-3.962235982939635
0.025745738433348476,-3.948839536054855
0.025894444770729996,-3.9354836763234045
0.026044010029864128,-3.922168287007708
0.026194439171847952,-3.9088932517057127
0.02634573718643367,-3.8956584543499178
0.026497909092194044,-3.8824637792061036
0.026650959936688937,-3.869309110873625
0.026804894796632728,-3.8561943342825655
0.026959718778062646,-3.843119334694363
0.027115437016508218,-3.8300839976992727
0.027272054677161584,-3.8170882092173155
0.02742957695504879,-3.8041318554960695
0.027588009075202174,-3.7912148231100433
0.027747356292833637,-3.7783369989597273
0.027907623893508978,-3.7654982702706645
0.028068817193323176,-3.752698524592515
0.0282309415390768,-3.739937649798109
0.028394002308453313,-3.7272155340825357
0.028558004910197426,-3.7145320659622034
0.028722954784294572,-3.701887134273919
0.02888885740215133,-3.689280628173958
0.029055718266776845,-3.6767124371371613
0.029223542912965476,-3.664182450956001
0.0293923369074803,-3.651690559739676
0.029562105849237817,-3.639236653913194
0.029732855369493594,-3.6268206242164696
0.029904591132029142,-3.6144423617034125
0.030077318833339747,-3.6021017577410213
0.030251044202823367,-3.5897987040084915
0.030425773002970787,-3.577533092496307
0.0306015110295567,-3.565304815505347
0.030778264111831904,-3.553113765645997
0.030956038112716768,-3.5409598358372483
0.031134838928995632,-3.5288429193058204
0.03131467249151244,-3.5167629095852653
0.031495544765367395,-3.504719700515091
0.031677461750114926,-3.4927131862398784
0.031860429479962656,-3.4807432612083993
0.032044454023971485,-3.4688098201727464
0.03222954148625701,-3.4569127581874577
0.03241569800619193,-3.4450519706086453
0.032602929758609754,-3.4332273530931214
0.032791242954009495,-3.421438801597549
0.03298064383876183,-3.409686212377558
0.033171138695316196,-3.3979694819868973
0.03336273384240918,-3.386288507276575
0.03355543563527416,-3.3746431853940004
0.0337492504658521,-3.3630334137821256
0.033944184763003496,-3.3514590901786048
0.03414024499272173,-3.33992011261494
0.034337437658347486,-3.328416379415634
0.03453576930078449,-3.316947789197344
0.03473524649871642,-3.3055142408680527
0.03493587586882521,-3.294115633626214
0.03513766406601048,-3.2827518669599254
0.03534061778361022,-3.2714228406460935
0.03554474375362294,-3.260128454749597
0.03575004874693087,-3.2488686096224635
0.03595653957352455,-3.2376432059030407
0.0361642230827288,-3.2264521445151693
0.036373106163429834,-3.2152953266673627
0.03658319574430381,-3.2041726538519866
0.0367944987940466,-3.1930840278444457
0.037007022321605014,-3.1820293507023587
0.037220773376409264,-3.171008524764756
0.03743575904860672,-3.160021452651265
0.037651986469297224,-3.1490680372612974
0.03786946281076956,-3.13814818177325
0.03808819528673928,-3.127261789643702
0.038308191152588156,-3.1164087646066037
0.038529457705604696,-3.1055890106724897
0.038752002285226295,-3.094802432127674
0.038975832273282565,-3.08404893353346
0.03920095509424033,-3.0733284197253465
0.039427378215449845,-3.0626407958122357
0.03965510914739239,-3.0519859671756526
0.03988415544392956,-3.0413638394689526
0.040114524702553736,-3.0307743186165395
0.04034622456464006,-3.020217310813089
0.040579262715699976,-3.0096927225227668
0.04081364688563615,-2.9992004604784515
0.041049384848998845,-2.9887404316809616
0.04128648442524375,-2.978312543398286
0.041524953478991475,-2.967916703164811
0.04176479992028837,-2.9575528187805507
0.04200603170486882,-2.94722079819808
0.042248656834419265,-2.936920550083312
0.042492683356843565,-2.9266519826916437
0.042738119366529895,-2.916415004990295
0.04298497300461932,-2.906209526096002
0.04323325245927581,-2.8960354553865697
0.043482965965957854,-2.8858927025001266
0.04373412180769153,-2.8757811773343698
0.04398672831534544,-2.8657007900458167
0.0442407938679069,-2.855651451049061
0.04449632689275988,-2.8456330710160302
0.04475333586596464,-2.8356455608752413
0.045011829312538804,-2.82568883181106
0.0452718158067401,-2.815762795262971
0.04553330397235087,-2.805867362924834
0.045796302482964076,-2.796002446744155
0.04606082006227099,-2.7861679589213555
0.04632686548435053,-2.776363811909043
0.04659444757396038,-2.7665899184112837
0.04686357520682969,-2.756846191382876
0.047134257309953374,-2.7471325440286343
0.04740650286188838,-2.7374488898026614
0.047680320893051444,-2.7277951424076314
0.047955720486018524,-2.718171215794079
0.048232710775826276,-2.7085770241596765
0.04851130095027491,-2.699012481948526
0.04879150025023301,-2.6894775038504513
0.04907331796994399,-2.679972004800285
0.0493567634573345,-2.6704958999771655
0.049641846114324435,-2.6610491048038285
0.04992857539713872,-2.6516315349459125
0.05021696081662113,-2.6422431063112524
0.05050701193854968,-2.6328837350491767
0.05079873838395385,-2.623553337549826
0.05109214982943389,-2.6142518304434477
0.05138725600748166,-2.6049791305997028
0.05168406670680352,-2.5957351551269814
0.05198259177264492,-2.5865198213717138
0.05228284110711714,-2.5773330469176807
0.05258482466952564,-2.568174749585329
0.05288855247670035,-2.5590448474310943
0.05319403460332807,-2.5499432587467155
0.05350128118228657,-2.5408699020585583
0.053810302404980734,-2.531824696126939
0.054121108521680485,-2.5228075599454476
0.054433709841861,-2.5138184127402785
0.054748116734544536,-2.5048571739695573
0.05506433962864434,-2.495923763322673
0.05538238901331071,-2.4870181007196104
0.055702275438278846,-2.4781401063102844
0.05602400951421872,-2.4692897004738814
0.05634760191308717,-2.4604668038181923
0.0566730633684818,-2.4516713371789542
0.057000404675997075,-2.442903221619195
0.057329636693582264,-2.4341623784285797
0.057660770341901826,-2.4254487291227504
0.05799381660469751,-2.4167621954426797
0.05832878652915264,-2.4081026993540204
