m2Sig,m2Eta,m2X,fPI,m2,c,lambda_sigma,lambda_a,Tc,Tn,Alpha,Beta,Message,vwLTE,kappaLTE,vwLN,kappaLN
1000000.0,1000000.0,1000000.0,612.3724356957945,333333.3333333334,1632.9931618554522,3.555555555555556,0.8888888888888892,574.9106046569725,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
1000000.0,1000000.0,1000000.0,857.3214099741123,333333.3333333334,1166.4236870396087,1.8140589569160999,0.4535147392290251,730.6506934922579,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
1000000.0,1000000.0,1000000.0,1102.27038425243,333333.3333333334,907.2184232530291,1.0973936899862828,0.27434842249657077,850.6472485303618,840.3454492739045,0.0012338803481754701,14320.859484979645,1.0,0.43869730321763006,0.048928775714356144,0.09926146568035445,0.07906860835543732
1000000.0,1000000.0,1000000.0,1347.2193585307477,333333.3333333334,742.2696190252055,0.7346189164370984,0.18365472910927463,966.3324433183216,950.6572672850148,0.001188617388228502,9091.407195303707,1.0,0.47584979359828256,0.06303721086272111,0.11664727866913839,0.10254683170371146
1000000.0,1000000.0,1000000.0,1592.1683328090655,333333.3333333334,628.0742930213279,0.5259697567389877,0.13149243918474693,1077.5544762810357,1054.4592950412466,0.0011492571510136383,6241.025556426205,1.0,0.5032879563434599,0.08062504568316488,0.13638160276394376,0.13065819482682642
1000000.0,1000000.0,1000000.0,1837.1173070873833,333333.3333333334,544.3310539518174,0.3950617283950618,0.09876543209876547,1185.5180688282255,1153.1609701515583,0.0011075807861688546,5032.443000557405,1.0,0.5211332800357033,0.09973098692313695,0.15658277507552615,0.16027263566958147
1000000.0,1000000.0,5800000.0,612.3724356957945,333333.3333333334,1632.9931618554522,3.555555555555556,13.68888888888889,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0
1000000.0,1000000.0,5800000.0,857.3214099741123,333333.3333333334,1166.4236870396087,1.8140589569160999,6.984126984126985,615.0114321545601,598.1824332739404,0.005685350954646398,5927.581059912662,0.166,0.312329264262404,0.12399607084124516,0.15689647384357266,0.1604896323484904
1000000.0,1000000.0,5800000.0,1102.27038425243,333333.3333333334,907.2184232530291,1.0973936899862828,4.22496570644719,692.1715891348293,669.2881958040399,0.005651170685819357,4647.24520231517,1.0,0.3479981012432996,0.14151915050704436,0.17515073181231317,0.1874268139280866
1000000.0,1000000.0,5800000.0,1347.2193585307477,333333.3333333334,742.2696190252055,0.7346189164370984,2.8282828282828287,766.3047033005437,737.1197893571161,0.005429685700359044,3942.3659339126116,1.0,0.37946391840185856,0.15471252323919493,0.19063967000641396,0.20933397264025377
1000000.0,1000000.0,5800000.0,1592.1683328090655,333333.3333333334,628.0742930213279,0.5259697567389877,2.0249835634451023,838.3034622893413,802.2504253566218,0.005122647269001885,3332.1834673375656,1.0,0.383454685041007,0.15411360185854078,0.21226586886416468,0.21350528622550302
1000000.0,1000000.0,5800000.0,1837.1173070873833,333333.3333333334,544.3310539518174,0.3950617283950618,1.520987654320988,908.6615299868294,865.283761104255,0.0047934520138609975,3185.681915547999,1.0,0.4360738653393074,0.21495424031571994,0.20572718936891415,0.2830716555136495
1000000.0,1000000.0,10600000.0,612.3724356957945,333333.3333333334,1632.9931618554522,3.555555555555556,26.488888888888894,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0
1000000.0,1000000.0,10600000.0,857.3214099741123,333333.3333333334,1166.4236870396087,1.8140589569160999,13.514739229024947,627.0937423866042,601.748437346272,0.005815188344759242,4044.399348734319,0.0,0.34578283471352356,0.17628877785694247,0.196758168601863,0.2211401507070245
1000000.0,1000000.0,10600000.0,1102.27038425243,333333.3333333334,907.2184232530291,1.0973936899862828,8.175582990397809,693.8244052255382,659.4707868994931,0.006135077148864137,3299.320971893984,0.238,0.376693844260491,0.20556847858021612,0.22196402756085773,0.2594605237296399
1000000.0,1000000.0,10600000.0,1347.2193585307477,333333.3333333334,742.2696190252055,0.7346189164370984,5.472910927456383,757.1076216002742,713.4360342044307,0.006169799566058648,2785.8540657129674,1.0,0.3988703701284371,0.2153223377819625,0.24886221768276537,0.2776839550916887
1000000.0,1000000.0,10600000.0,1592.1683328090655,333333.3333333334,628.0742930213279,0.5259697567389877,3.9184746877054586,817.9030034008002,764.6858499499442,0.006038682228855144,2380.5552980053135,1.0,0.41379935806032575,0.2636564002400376,0.25798775101990173,0.32946504490898937
1000000.0,1000000.0,10600000.0,1837.1173070873833,333333.3333333334,544.3310539518174,0.3950617283950618,2.943209876543211,876.788775969232,814.1441257041988,0.005844238454811925,2290.9369257299227,1.0,0.0,0.0,0.0,0.0
1000000.0,1000000.0,15399999.999999998,612.3724356957945,333333.3333333334,1632.9931618554522,3.555555555555556,39.28888888888889,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0
1000000.0,1000000.0,15399999.999999998,857.3214099741123,333333.3333333334,1166.4236870396087,1.8140589569160999,20.045351473922903,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0
1000000.0,1000000.0,15399999.999999998,1102.27038425243,333333.3333333334,907.2184232530291,1.0973936899862828,12.126200274348426,706.4425434636778,664.0712967781473,0.005674034951622304,2769.6335343749315,0.0,0.40120487400389,0.2424317867472301,0.24905638112481093,0.30045486411402206
1000000.0,1000000.0,15399999.999999998,1347.2193585307477,333333.3333333334,742.2696190252055,0.7346189164370984,8.117539026629936,764.9095456486025,711.0076933348136,0.005765765185642015,2341.011696384006,0.302,0.42019522692580413,0.25102027185372844,0.28297196854985807,0.3172783510682488
